Group,Artifact,Version,Packaging,Repository
io.github.raghavendra-dg,version-catalog-android,1.0.0,toml,Maven Central
io.github.raghavendra-dg,android-catalog-kmm,1.0.0,toml,Maven Central
net.auropay,payments-android,1.2.0,aar,Maven Central
net.auropay,sandbox-payments-android,1.2.0,aar,Maven Central
video.api,android-player-analytics-exoplayer,2.0.2,aar,Maven Central
video.api,android-player-analytics,2.0.2,aar,Maven Central
com.moyasar,android-sdk,0.5.1,aar,Maven Central
com.stripe,stripe-android-issuing-push-provisioning,1.2.2,aar,Maven Central
com.mparticle,android-media,1.5.2,aar,Maven Central
com.checkout,checkout-sdk-event-logger-android,2.0.2,aar,Maven Central
net.kidoz.sdk,kidoz-android-applovin-adapter,1.1.0,aar,Maven Central
net.kidoz.sdk,kidoz-android-admob-adapter,1.9.0,aar,Maven Central
io.github.android-dev2015,pub_library,1.0.1,aar,Maven Central
io.github.thechance101,AAY-Charts-Android,1.0.0-android,pom,Maven Central
org.targetagency,eventserversdk-android,1.0.1,aar,Maven Central
io.zocks,zocks-android,1.0.3,aar,Maven Central
io.github.adasupport,android-sdk-appcompat,1.8.6,aar,Maven Central
io.github.adasupport,android-sdk-appcompat-legacy,1.8.6,aar,Maven Central
io.github.adasupport,android-sdk,1.8.6,aar,Maven Central
ir.tapsell.plus,tapsell-plus-sdk-android-ic,2.2.2,aar,Maven Central
ir.tapsell.sdk,tapsell-sdk-android-ic,4.8.1,aar,Maven Central
com.tencent.tcr,tinker-android-lib,2.0.4,aar,Maven Central
com.tencent.tcr,tinker-android-loader,2.0.4,aar,Maven Central
com.tencent.tcr,tinker-android-anno-support,2.0.4,jar,Maven Central
com.tencent.tcr,tinker-android-anno,2.0.4,jar,Maven Central
com.bihe0832.android,services-google-pay,6.2.3,aar,Maven Central
com.bihe0832.android,services-google,6.2.3,aar,Maven Central
ai.fedml,fedml-edge-android,1.1.0,aar,Maven Central
org.dmfs,explain-android,0.0.6,aar,Maven Central
io.github.chengzis,android-hilt-extension-annotation,0.0.1,jar,Maven Central
io.r2b2,android-sdk,1.0.11,aar,Maven Central
com.com2us.android,hive-adkit,1.4.2,aar,Maven Central
com.americanwell.android,webrtc,1.0.1,aar,Maven Central
com.bihe0832.android,common-lock-screen,5.17.0,aar,Maven Central
com.bihe0832.android,lib-webview,5.15.13,aar,Maven Central
net.zetetic,android-database-sqlcipher,4.5.4,aar,Maven Central
video.api,android-upstream,1.1.0,aar,Maven Central
dev.gustavoavila,java-android-websocket-client,2.0.2,jar,Maven Central
com.yoti.mobile.android.sdk,yoti-ocr-internal,5.20.0,aar,Maven Central
com.extscreen.sdk,player-audio-android,2.0.4,aar,Maven Central
com.bugsee,bugsee-android-gradle-plugin,3.2,jar,Maven Central
io.github.shixinzhang,android-bitmap-monitor,1.1.0,aar,Maven Central
com.logunify,android-sdk,0.1.2,aar,Maven Central
com.logunify,android_sdk,0.1.1,aar,Maven Central
net.auropay,sandox-payments-android,0.1.5,aar,Maven Central
com.sunmi,EIDCard-android-sdk-SDK,1.0.3,aar,Maven Central
com.yullg.android,scaffold,1.2.0,aar,Maven Central
fr.isee-u.safer,android-participants,1.2.3,aar,Maven Central
com.espace-safer,android-participants,1.2.0,aar,Maven Central
com.bihe0832.android,lib-coroutines,5.10.35,aar,Maven Central
com.panosen,android-orm,0.1.0,aar,Maven Central
io.github.aleonq.kmp,common-android,1.0,aar,Maven Central
one.credify.sdk,android-sdk,v0.6.0,aar,Maven Central
io.qtjambi,qtjambi-uic-native-android-x86,6.4.2,jar,Maven Central
io.qtjambi,qtjambi-uic-native-android-x64,6.4.2,jar,Maven Central
io.qtjambi,qtjambi-uic-native-android-arm64,6.4.2,jar,Maven Central
io.qtjambi,qtjambi-uic-native-android-arm,6.4.2,jar,Maven Central
io.qtjambi,qtjambi-generator-native-android-arm,6.4.2,jar,Maven Central
io.qtjambi,qtjambi-generator-native-android-arm64,6.4.2,jar,Maven Central
io.qtjambi,qtjambi-generator-native-android-x86,6.4.2,jar,Maven Central
io.qtjambi,qtjambi-generator-native-android-x64,6.4.2,jar,Maven Central
com.finix,finix-android-terminal-sdk,1.0.1,aar,Maven Central
fr.haan.bipak,bipak-compose-android,0.9.2,pom,Maven Central
fr.haan.bipak,bipak-android,0.9.2,pom,Maven Central
com.bihe0832.android,lib-data-center,5.9.16,aar,Maven Central
com.sunmi,ThingAdapterAuthorize-Android,1.0.2,aar,Maven Central
vn.netlink,android-sdk,1.0.0,aar,Maven Central
live.100ms,libyuv-android,0.0.11a,aar,Maven Central
io.github.100mslive,libyuv-android,0.0.11a,aar,Maven Central
com.com2us.android.hive,youtube-helper,1.0.1,aar,Maven Central
com.bihe0832.android,lib-image,5.8.0,aar,Maven Central
com.bihe0832.android,common-image,5.7.0,aar,Maven Central
com.bihe0832.android,common-data-center,5.7.0,aar,Maven Central
com.bihe0832.android,common-coroutines,5.7.0,aar,Maven Central
com.bihe0832.android,lib-utils,5.6.3,aar,Maven Central
com.bihe0832.android,lib-uiutils,5.6.3,aar,Maven Central
io.github.shkitter.android-version-catalogs,stack,2022.09.08,toml,Maven Central
io.github.shkitter.android-version-catalogs,androidx,2022.09.08,toml,Maven Central
com.intercom,android-composer-gallery,3.3.3,aar,Maven Central
com.intercom,android-composer,3.3.3,aar,Maven Central
ai.nextbillion,nb-gestures-android,0.0.1,aar,Maven Central
io.github.enliplegit,pomission-sdk-android,1.0.0,aar,Maven Central
com.bihe0832.android,lib-view-pager,5.1.7,aar,Maven Central
com.bihe0832.android,lib-thread,5.1.7,aar,Maven Central
com.bihe0832.android,lib-aaf-tools,5.1.7,aar,Maven Central
kh.com.ipay88.sdk,ipay88-android-sdk,1.0.1,aar,Maven Central
com.yandex.android,mobmetricalib-ndk-crashes,2.0.0,aar,Maven Central
com.fpliu.ndk.pkg.prefab.android.21,chinese-calendar,2022.06.24,aar,Maven Central
io.github.ubapp,arviewer-android,1.0.3,aar,Maven Central
io.github.ubapp,ubuser-android,0.0.1,aar,Maven Central
io.github.enliplegit,paytalk-sdk-android,0.4.8,aar,Maven Central
ro.dragossusi.android,imagepicker,1.0.2,aar,Maven Central
io.github.daemon369,android-infrastructure,1.0.0,aar,Maven Central
cn.authok,authok-android,1.0.0,aar,Maven Central
com.fpliu.ndk.pkg.prefab.android.21,bzip2,1.0.8,aar,Maven Central
io.github.daemon369,android-version-catalog,1.2.0,toml,Maven Central
com.fpliu.ndk.pkg.prefab.android.21,googletest,1.11.0,aar,Maven Central
com.fpliu.ndk.pkg.prefab.android.21,curl,7.82.0,aar,Maven Central
com.fpliu.ndk.pkg.prefab.android.21,openssl,1.1.1n,aar,Maven Central
com.fpliu.ndk.pkg.prefab.android.21,jsoncpp,1.9.5,aar,Maven Central
com.fpliu.ndk.pkg.prefab.android.21,giflib,5.2.1,aar,Maven Central
com.fpliu.ndk.pkg.prefab.android.21,libogg,1.3.5,aar,Maven Central
com.fpliu.ndk.pkg.prefab.android.21,lame,3.100,aar,Maven Central
com.fpliu.ndk.pkg.prefab.android.21,zstd,1.5.2,aar,Maven Central
com.fpliu.ndk.pkg.prefab.android.21,xz,5.2.5,aar,Maven Central
com.fpliu.ndk.pkg.prefab.android.21,mbedtls,3.0.0,aar,Maven Central
com.fpliu.ndk.pkg.prefab.android.21,cpu_features,0.7.0,aar,Maven Central
com.fpliu.ndk.pkg.prefab.android.21,libjpeg-turbo,2.1.3,aar,Maven Central
com.fpliu.ndk.pkg.prefab.android.21,taglib,1.12,aar,Maven Central
com.fpliu.ndk.pkg.prefab.android.21,opus,1.3.1,aar,Maven Central
com.fpliu.ndk.pkg.prefab.android.21,dav1d,0.9.2,aar,Maven Central
com.fpliu.ndk.pkg.prefab.android.21,libpng,1.6.37,aar,Maven Central
com.fpliu.ndk.pkg.prefab.android.21,sqlite,3.38.2,aar,Maven Central
com.fpliu.ndk.pkg.prefab.android.21,zlib,1.2.12,aar,Maven Central
com.eggybytes,eggy-android,1.0.6,aar,Maven Central
co.daily,daily-android,0.1.0-beta1,aar,Maven Central
ai.nextbillion,android-maps-sdk,1.0.9,aar,Maven Central
io.github.huhuang03,th_views.android,0.0.1-alpha.2,aar,Maven Central
io.github.huhuang03,thyi.android,0.0.4-rc.1,aar,Maven Central
io.github.huhuang03,th_comm.android,0.0.1-rc.3,aar,Maven Central
it.sephiroth.android.library.asm,asm-common,0.1.0-rc3,aar,Maven Central
it.sephiroth.android.library.asm,asm-annotations,0.1.0-rc3,aar,Maven Central
com.tryzage,zage-android,1.0.0,aar,Maven Central
com.puntoycomalab,android-architecture-presentation,0.0.5,aar,Maven Central
net.kidoz.sdk,kidoz-android-topon-adapter,1.1.1,aar,Maven Central
com.moengage,android-dependency-internal,0.0.3,toml,Maven Central
it.sephiroth.android.library.debuglog,debuglog-annotations,0.0.4-rc3,aar,Maven Central
org.bitcoindevkit,bdk-android-debug,0.1.1,aar,Maven Central
com.join-stories,android-sdk,0.1.0,aar,Maven Central
com.mparticle,android-appsee-kit,5.30.0,aar,Maven Central
io.verniv.support,android-base,1.0.14,aar,Maven Central
video.api,android-livestream,0.2.0,aar,Maven Central
com.1gravity,android-rteditor-core,1.7.0,aar,Maven Central
ai.nextbillion,android-sdk,0.3.4,aar,Maven Central
io.verniv.support,android-extensions,1.0.11,aar,Maven Central
io.verniv.support,android-domain,1.0.6,aar,Maven Central
io.spokestack,spokestack-android,11.5.2,aar,Maven Central
com.github.android-password-store,age-mobile,0.2.0,aar,Maven Central
one.credify.sdk,idx-android,v0.1.0,aar,Maven Central
com.avsystem.anjay,anjay-android,2.11.0,aar,Maven Central
com.musurveys,musurveys-android-sdk-internal,0.5.0,aar,Maven Central
com.musurveys,musurveys-android-sdk-api,0.5.0,aar,Maven Central
com.musurveys,musurveys-android-sdk,0.5.0,aar,Maven Central
io.freefair.android-colors,material,1.4.0-m2,aar,Maven Central
io.freefair.android-colors,holo,1.4.0-m2,aar,Maven Central
nl.weeaboo.vn,nvlist-android,4.9.6,aar,Maven Central
com.github.credify-pte-ltd,android-sdk,v0.1.0,aar,Maven Central
fm.backtracks,analytics.android,1.0.11,pom,Maven Central
ai.smartwall,android-sdk,0.0.1,aar,Maven Central
it.czerwinski.android,xpresso,1.0,aar,Maven Central
org.microg,vtm-android,0.9.1-mod,jar,Maven Central
cash.z.ecc.android,zcash-android-sdk,2.1.2,aar,Maven Central
cash.z.ecc.android,zcash-android-sdk-incubator,2.1.2,aar,Maven Central
cash.z.ecc.android,zcash-android-backend,2.1.2,aar,Maven Central
dev.bright.slf4android,slf4android,0.1.8,aar,Maven Central
media.kamel,kamel-fetcher-resources-android-android,1.0.0-beta.7,aar,Maven Central
media.kamel,kamel-mapper-resources-id-android-android,1.0.0-beta.7,aar,Maven Central
dev.inmo,micro_utils.android.smalltextfield-android,0.21.4,aar,Maven Central
dev.inmo,micro_utils.android.smalltextfield-android-debug,0.21.4,aar,Maven Central
dev.inmo,micro_utils.android.recyclerview-android,0.21.4,aar,Maven Central
dev.inmo,micro_utils.android.recyclerview-android-debug,0.21.4,aar,Maven Central
dev.inmo,micro_utils.android.pickers-android,0.21.4,aar,Maven Central
dev.inmo,micro_utils.android.pickers-android-debug,0.21.4,aar,Maven Central
dev.inmo,micro_utils.android.alerts.recyclerview-android,0.21.4,aar,Maven Central
dev.inmo,micro_utils.android.alerts.recyclerview-android-debug,0.21.4,aar,Maven Central
dev.inmo,micro_utils.android.alerts.common-android,0.21.4,aar,Maven Central
dev.inmo,micro_utils.android.alerts.common-android-debug,0.21.4,aar,Maven Central
io.github.crow-misia.aws-sdk-android-ktx,aws-sdk-android-iot-ktx,0.57.2,aar,Maven Central
io.github.crow-misia.aws-sdk-android-ktx,aws-sdk-android-appsync-ktx,0.57.2,aar,Maven Central
io.github.crow-misia.aws-sdk-android-ktx,aws-sdk-android-amplify-ktx,0.57.2,aar,Maven Central
io.github.crow-misia.aws-sdk-android-ktx,aws-sdk-android-core-ktx,0.57.2,aar,Maven Central
com.github.ok2c.hc5.android,httpclient-android,0.3.0,aar,Maven Central
com.smartsupp.android,android-sdk,1.1.1,aar,Maven Central
com.rover12421.android.plugins.removeAnnotation,com.rover12421.android.plugins.removeAnnotation.gradle.plugin,10.1.0,jar,Maven Central
com.rover12421.android.plugins.namehash,com.rover12421.android.plugins.namehash.gradle.plugin,10.1.0,jar,Maven Central
io.element.android,compound-android,0.0.7,aar,Maven Central
com.github.ajalt.colormath,colormath-ext-android-colorint-android,3.6.0,aar,Maven Central
com.github.ajalt.colormath,colormath-ext-android-color-android,3.6.0,aar,Maven Central
no.nordicsemi.android.kotlin.ble,server-android,1.1.0,aar,Maven Central
no.nordicsemi.android.kotlin.ble,client-android,1.1.0,aar,Maven Central
com.google.android.filament,gltfio-android,1.53.1,aar,Maven Central
com.google.android.filament,filament-utils-android,1.53.1,aar,Maven Central
com.google.android.filament,filament-android,1.53.1,aar,Maven Central
com.google.android.filament,filamat-android,1.53.1,aar,Maven Central
com.deque.android,axe-devtools-android-dashboard-auth,5.5.1,jar,Maven Central
com.deque.android,axe-devtools-android-results,5.5.1,jar,Maven Central
com.deque.android,axe-devtools-android-data,5.5.1,jar,Maven Central
com.deque.android,axe-devtools-android-analytics,5.5.1,jar,Maven Central
com.aureusapps.android,webp-android,1.0.8,aar,Maven Central
com.juul.tuulbox,logging-android-android,7.3.0,aar,Maven Central
io.opentelemetry.android,android-agent,0.6.0-alpha,aar,Maven Central
com.stringee.sdk.android,stringee-android-widget,1.1.2,aar,Maven Central
com.juul.khronicle,khronicle-android-android,0.3.0,aar,Maven Central
no.entur.android.nfc,websocket-android,2.0.2,aar,Maven Central
org.divviup.android,divviup-android,0.2.0,aar,Maven Central
media.kamel,kamel-fetcher-resources-android-android-debug,1.0.0-beta.3,aar,Maven Central
media.kamel,kamel-mapper-resources-id-android-android-debug,1.0.0-beta.3,aar,Maven Central
com.juul.khronicle,khronicle-android-android-debug,0.1.0,aar,Maven Central
com.optimove.android,optimove-android,7.3.1,aar,Maven Central
io.github.crow-misia.libmediasoup-android,libmediasoup-android,0.16.0,aar,Maven Central
com.juul.tuulbox,logging-android-android-debug,7.2.0,aar,Maven Central
com.eginnovations.android,android-agent,1.0.1,jar,Maven Central
com.eginnovations.agent.android,android-agent,2.1.3,jar,Maven Central
io.github.lyxnx.gradle.android,android-plugins,2024.01.12,jar,Maven Central
org.matrix.android,matrix-android-sdk2,1.6.10,aar,Maven Central
io.matthewnelson.kotlin-components,kmp-tor-binary-android-android,4.8.10-0,aar,Maven Central
io.github.crow-misia.zxing-android,zxing-android,0.6.0,aar,Maven Central
xyz.wingio.syntakts,syntakts-android-android,1.0.0-rc03,aar,Maven Central
com.google.android.filament,filamat-android-lite,1.44.0,aar,Maven Central
com.google.android.filament,filament-android-debug,1.42.1,aar,Maven Central
rocks.frieler.android,android-release-gradle-plugin,0.4.0,jar,Maven Central
org.kodein.di,kodein-di-framework-android-x-compose-navigation-android,7.20.2,aar,Maven Central
org.kodein.di,kodein-di-framework-android-x-compose-navigation-android-debug,7.20.2,aar,Maven Central
org.kodein.di,kodein-di-framework-android-x-compose-android,7.20.2,aar,Maven Central
org.kodein.di,kodein-di-framework-android-x-compose-android-debug,7.20.2,aar,Maven Central
br.com.retta.framework-android,framework-android,1.1.10,aar,Maven Central
com.github.minigdx,kgl-android-android,0.7.2,aar,Maven Central
com.github.minigdx,kgl-android-android-debug,0.7.2,aar,Maven Central
com.deque.android,axe-devtools-android-core,3.2.0,jar,Maven Central
org.kodein.di,kodein-di-framework-compose-android-navigation-android,7.20.0,aar,Maven Central
org.kodein.di,kodein-di-framework-compose-android-navigation-android-debug,7.20.0,aar,Maven Central
org.kodein.di,kodein-di-framework-compose-android-android,7.20.0,aar,Maven Central
org.kodein.di,kodein-di-framework-compose-android-android-debug,7.20.0,aar,Maven Central
io.tus.android.client,tus-android-client,0.1.11,aar,Maven Central
com.tianscar.android,android-bmp-encoder,1.0.2,aar,Maven Central
io.github.alexgladkov,odyssey-android-android,1.3.400-native-experimental,aar,Maven Central
io.github.alexgladkov,odyssey-android-android-debug,1.3.400-native-experimental,aar,Maven Central
com.godaddy.android.colorpicker,compose-color-picker-android,0.7.0,aar,Maven Central
com.okta.android,okta-oidc-android,1.3.4,aar,Maven Central
io.github.copper-leaf,thistle-android-android,4.0.1,aar,Maven Central
io.github.copper-leaf,thistle-android-android-debug,4.0.1,aar,Maven Central
ru.astrainteractive.mobilex,android-core-android,2.0.7,aar,Maven Central
ru.astrainteractive.mobilex,android-core-android-debug,2.0.7,aar,Maven Central
land.sungbin.android.autosigning,android.autosigning.plugin,1.0.1,jar,Maven Central
com.google.android.filament,gltfio-android-lite,1.23.1,aar,Maven Central
com.github.android-password-store,android-plugins,0.0.2,jar,Maven Central
com.google.android.filament,filament-utils-android-lite,1.20.5,aar,Maven Central
com.puntoycomalab.android,android-architecture-presentation,0.0.1,aar,Maven Central
io.github.eaglesakura.armyknife-android-junit4,armyknife-android-junit4,1.4.0,aar,Maven Central
com.github.android-password-store,zxing-android-embedded,4.2.1,aar,Maven Central
cloud.mburger.mb_android_kt,mb_android_kt,0.8.0,aar,Maven Central
com.mohsenoid.android-utils,android-utils,1.0.15,aar,Maven Central
io.github.eaglesakura.android-application-runtime,android-application-runtime,1.0.0,aar,Maven Central
dev.drewhamilton.skylight.android,skylight-android,0.14.0-alpha02,aar,Maven Central
com.github.hadilq,android-lifecycle-handler-android-debug,0.4.1,aar,Maven Central
com.loopj.android,android-async-http,1.4.11,aar,Maven Central
org.jogamp.jogl,nativewindow,2.3.2,jar,Maven Central
cn.huolala.glog.android,glog-android-static,1.0.1,aar,Maven Central
cn.huolala.glog.android,glog-android-shared,1.0.1,aar,Maven Central
cn.mricefox.glog.android,glog-android-shared,0.0.1-rc.2,aar,Maven Central
com.louiscad.splitties,splitties-fun-pack-android-material-components-android,3.0.0,aar,Maven Central
com.louiscad.splitties,splitties-fun-pack-android-base-android,3.0.0,aar,Maven Central
com.louiscad.splitties,splitties-fun-pack-android-appcompat-android,3.0.0,aar,Maven Central
org.signal,libsignal-android,0.52.5,aar,Maven Central
io.getstream,stream-video-android-bom,1.0.12,jar,Maven Central
io.getunleash,unleash-android,0.1.2-beta.1,aar,Maven Central
com.chargebee,chargebee-android,2.0.0-beta-4,aar,Maven Central
com.yoti.mobile.android.common.ui,ui-compose-theme,1.88.0,aar,Maven Central
com.yoti.mobile.android.common.ui,ui-compose-text-field,1.88.0,aar,Maven Central
com.yoti.mobile.android.common.ui,ui-compose-password-strength,1.88.0,aar,Maven Central
com.yoti.mobile.android.common.ui,ui-compose-loading-shimmer,1.88.0,aar,Maven Central
com.yoti.mobile.android.common.ui,ui-compose-list-item-card,1.88.0,aar,Maven Central
com.yoti.mobile.android.common.ui,ui-compose-education-card,1.88.0,aar,Maven Central
com.yoti.mobile.android.common.ui,ui-compose-button,1.88.0,aar,Maven Central
com.yoti.mobile.android.common.ui,ui-compose-appbar,1.88.0,aar,Maven Central
com.yoti.mobile.android.common.ui,ui-widgets,1.88.0,aar,Maven Central
com.yoti.mobile.android.common.ui,ui-navigation,1.88.0,aar,Maven Central
com.yoti.mobile.android.common.ui,ui-tokens,1.88.0,aar,Maven Central
com.yoti.mobile.android.common.ui,ui-components,1.88.0,aar,Maven Central
com.yoti.mobile.android.common.ui,ui-debug-options,1.88.0,aar,Maven Central
org.matrix.rustcomponents,sdk-android,0.2.33,aar,Maven Central
io.element.android,wysiwyg-compose,2.37.7,aar,Maven Central
com.caoccao.javet,javet-android-v8,3.1.4,aar,Maven Central
com.caoccao.javet,javet-android-node,3.1.4,aar,Maven Central
com.kushkipagos,kushki-android,1.8.1,aar,Maven Central
com.appsflyer,af-android-sdk-beta,6.15.0-rc2,aar,Maven Central
com.conviva.sdk,android-plugin,0.3.5,jar,Maven Central
com.conviva.sdk,conviva-android-tracker,0.9.3,aar,Maven Central
me.proton.core,util-android-work-manager,26.0.0,aar,Maven Central
me.proton.core,util-android-device,26.0.0,aar,Maven Central
me.proton.core,util-android-sentry,26.0.0,aar,Maven Central
me.proton.core,util-android-shared-preferences,26.0.0,aar,Maven Central
me.proton.core,util-android-strict-mode,26.0.0,aar,Maven Central
me.proton.core,util-android-dagger,26.0.0,aar,Maven Central
me.proton.core,test-android-instrumented,26.0.0,aar,Maven Central
me.proton.core,util-android-datetime,26.0.0,aar,Maven Central
me.proton.core,test-android,26.0.0,aar,Maven Central
me.proton.core,crypto-android,26.0.0,aar,Maven Central
io.github.FlyJingFish.AndroidAop,android-aop-core,1.9.9,aar,Maven Central
id.passage.android,passage,1.8.1,aar,Maven Central
ly.warp,warply-android-sdk,4.5.5.4r32,aar,Maven Central
com.infobip,infobip-mobile-messaging-android-sdk,12.8.0,aar,Maven Central
com.infobip,infobip-mobile-messaging-android-resources,12.8.0,aar,Maven Central
com.infobip,infobip-mobile-messaging-android-inbox-sdk,12.8.0,aar,Maven Central
com.infobip,infobip-mobile-messaging-android-geo-sdk,12.8.0,aar,Maven Central
com.infobip,infobip-mobile-messaging-android-cryptor-migration,12.8.0,aar,Maven Central
com.infobip,infobip-mobile-messaging-android-chat-sdk,12.8.0,aar,Maven Central
ru.yoomoney.sdk.2fa,2fa-android-sdk,1.2.2,aar,Maven Central
com.yoti.mobile.android,scan,2.8.0,aar,Maven Central
io.github.aliyun-sls,aliyun-log-android-sdk,2.7.5,aar,Maven Central
com.yoti.mobile.android,documentscan-microblink,5.3.2,aar,Maven Central
com.yoti.mobile.android,documentscan-regula,5.3.2,aar,Maven Central
com.yoti.mobile.android,documentscan-manual,5.3.2,aar,Maven Central
com.yoti.mobile.android,documentscan-core,5.3.2,aar,Maven Central
com.yoti.mobile.android,documentscanconfig,5.3.2,aar,Maven Central
com.bugsee,bugsee-android,5.2.0,aar,Maven Central
com.urbanairship.android,urbanairship-feature-flag,18.1.2,aar,Maven Central
com.urbanairship.android,urbanairship-preference-center,18.1.2,aar,Maven Central
com.urbanairship.android,urbanairship-hms,18.1.2,aar,Maven Central
com.urbanairship.android,urbanairship-adm,18.1.2,aar,Maven Central
com.urbanairship.android,urbanairship-fcm,18.1.2,aar,Maven Central
com.urbanairship.android,urbanairship-live-update,18.1.2,aar,Maven Central
com.urbanairship.android,urbanairship-message-center,18.1.2,aar,Maven Central
com.urbanairship.android,urbanairship-automation-compose,18.1.2,aar,Maven Central
com.urbanairship.android,urbanairship-automation,18.1.2,aar,Maven Central
com.urbanairship.android,urbanairship-layout,18.1.2,aar,Maven Central
com.urbanairship.android,urbanairship-core,18.1.2,aar,Maven Central
com.stripe,stripe-android,20.48.1,aar,Maven Central
net.skyscanner.backpack,backpack-android,65.1.0,aar,Maven Central
com.mangopay.android,checkout-sdk,1.0.6-beta.1,aar,Maven Central
com.mangopay.android,vault-sdk,1.0.6-beta.1,aar,Maven Central
com.mangopay.android,payments,1.0.6-beta.1,aar,Maven Central
com.mangopay.android,api,1.0.6-beta.1,aar,Maven Central
com.mangopay.android,core,1.0.6-beta.1,aar,Maven Central
com.processout,processout-android-ui,4.20.0,aar,Maven Central
com.processout,processout-android-checkout-3ds,4.20.0,aar,Maven Central
software.amazon.awssdk.iotdevicesdk,aws-iot-device-sdk-android,1.21.0,aar,Maven Central
com.yelp.android,bento-testing,21.1.0,aar,Maven Central
com.yelp.android,bento-compose,21.1.0,aar,Maven Central
com.yelp.android,bento,21.1.0,aar,Maven Central
com.helpscout.internal,android-common,3.4.1,aar,Maven Central
video.api,android-player,1.5.1,aar,Maven Central
video.api,android-compose-player,1.5.1,aar,Maven Central
com.astrapay,android-sdk,3.1.4,aar,Maven Central
com.xsolla.android,store,2.5.8,aar,Maven Central
com.superwall.sdk,superwall-android,1.2.0,aar,Maven Central
com.webengage,android-sdk,4.15.0,aar,Maven Central
io.hackle,hackle-android-sdk,2.42.0,aar,Maven Central
video.api,android-live-stream,1.4.2,aar,Maven Central
com.xsolla.android,login-wechat,6.0.8,aar,Maven Central
com.xsolla.android,login-qq,6.0.8,aar,Maven Central
com.xsolla.android,login-google,6.0.8,aar,Maven Central
com.xsolla.android,login-facebook,6.0.8,aar,Maven Central
com.xsolla.android,login,6.0.8,aar,Maven Central
com.xsolla.android,payments,1.4.0,aar,Maven Central
ru.yoomoney.sdk.marchcompose,marchcompose-android-sdk,1.2.0,aar,Maven Central
ru.yoomoney.sdk.yooprofiler,yooprofiler-android-sdk,3.2.0,aar,Maven Central
ru.yoomoney.sdk.yoopinning,yoopinning-android-sdk,1.4.0,aar,Maven Central
com.yoti.mobile.android,face-capture-unbundled,4.4.1,aar,Maven Central
com.yoti.mobile.android,face-capture-bundled,4.4.1,aar,Maven Central
com.paypal.android,paypal-web-payments,1.5.0,aar,Maven Central
com.paypal.android,paypal-native-payments,1.5.0,aar,Maven Central
com.paypal.android,payment-buttons,1.5.0,aar,Maven Central
com.paypal.android,fraud-protection,1.5.0,aar,Maven Central
com.paypal.android,card-payments,1.5.0,aar,Maven Central
com.paypal.android,core-payments,1.5.0,aar,Maven Central
io.harness,ff-android-client-sdk,2.2.3,aar,Maven Central
app.rive,rive-android,9.5.6,aar,Maven Central
io.catappult,android-appcoins-billing,0.8.0.1,aar,Maven Central
com.glia,android-sdk,1.6.1,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-push-notification,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-push-fcm,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-push-adm,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-purchase-onestore-v21,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-purchase-onestore-v19,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-purchase-onestore-v16,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-purchase-onestore-external,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-purchase-onestore,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-purchase-mycard,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-purchase-huawei,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-purchase-google,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-purchase-galaxy,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-purchase-amazon,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-auth-weibo-v4,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-auth-weibo,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-auth-twitter,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-auth-payco,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-auth-naver,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-auth-line,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-auth-kakaogame,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-auth-hangamejpemail,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-auth-hangamejp,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-auth-hangame,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-auth-gpgs-v2,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-auth-google,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-auth-facebook,2.66.0,aar,Maven Central
com.toast.android.gamebase,gamebase-adapter-auth-appleid,2.66.0,aar,Maven Central
com.fsryan.ui,segmented-display-android,0.0.2,aar,Maven Central
com.google.maps.android,maps-utils-ktx,5.1.1,aar,Maven Central
com.google.maps.android,maps-ktx,5.1.1,aar,Maven Central
