Group,Artifact,Version,Packaging,Repository
com.javiersc.kotlin,kotlin-test-android-debug,0.1.0-alpha.9,aar,Maven Central
io.github.wisharetec,lock-sdk-android,0.0.4,aar,Maven Central
io.github.lygttpod.android-local-service,core,0.0.1.2,aar,Maven Central
io.github.woody230.ktx,value-android,5.0.0,aar,Maven Central
io.github.woody230.ktx,value-android-debug,5.0.0,aar,Maven Central
io.github.woody230.ktx,serialization-android,5.0.0,aar,Maven Central
io.github.woody230.ktx,serialization-android-debug,5.0.0,aar,Maven Central
io.github.woody230.ktx,molecule-android,5.0.0,aar,Maven Central
io.github.woody230.ktx,molecule-android-debug,5.0.0,aar,Maven Central
tz.co.asoft,platform-core-android,1.5.3,aar,Maven Central
tz.co.asoft,logging-test-android,1.5.3,jar,Maven Central
tz.co.asoft,logging-console-android,1.5.3,aar,Maven Central
tz.co.asoft,applikation-runtime-android,1.5.3,aar,Maven Central
org.kodein.memory,klio-files-android,0.12.0,aar,Maven Central
org.kodein.memory,klio-files-android-debug,0.12.0,aar,Maven Central
com.1d3,checkout-sdk-android,1.15.2,aar,Maven Central
com.instacart.formula,formula-android-compose,0.7.1,aar,Maven Central
com.instacart.formula,formula-android,0.7.1,aar,Maven Central
co.adcel.android,adcel-mopub-adapter,1.0.6,aar,Maven Central
co.adcel.android,adcel-admob-adapter,1.0.5,aar,Maven Central
co.adcel.android,adcel-ads-audio,2.0.5,aar,Maven Central
co.adcel.android,adcel-ads-inhouse,2.0.5,aar,Maven Central
co.adcel.android,adcel-ads-rtb,2.0.5,aar,Maven Central
dev.petuska,klip-runner-android,0.4.1,aar,Maven Central
dev.petuska,klip-runner-android-debug,0.4.1,aar,Maven Central
dev.petuska,klip-core-android,0.4.1,aar,Maven Central
dev.petuska,klip-core-android-debug,0.4.1,aar,Maven Central
dev.petuska,klip-assertions-android,0.4.1,aar,Maven Central
dev.petuska,klip-assertions-android-debug,0.4.1,aar,Maven Central
dev.petuska,klip-api-android,0.4.1,aar,Maven Central
dev.petuska,klip-api-android-debug,0.4.1,aar,Maven Central
dev.petuska,klip-android,0.4.1,aar,Maven Central
dev.petuska,klip-android-debug,0.4.1,aar,Maven Central
io.github.woody230.gw2,v2-tile-image-android,2.0.2,aar,Maven Central
io.github.woody230.gw2,v2-tile-image-android-debug,2.0.2,aar,Maven Central
io.github.woody230.gw2,v2-tile-cache-android,2.0.2,aar,Maven Central
io.github.woody230.gw2,v2-tile-cache-android-debug,2.0.2,aar,Maven Central
io.github.woody230.gw2,v2-tile-android,2.0.2,aar,Maven Central
io.github.woody230.gw2,v2-tile-android-debug,2.0.2,aar,Maven Central
io.github.woody230.gw2,v2-intl-cache-android,2.0.2,aar,Maven Central
io.github.woody230.gw2,v2-intl-cache-android-debug,2.0.2,aar,Maven Central
io.github.woody230.gw2,v2-cache-android,2.0.2,aar,Maven Central
io.github.woody230.gw2,v2-cache-android-debug,2.0.2,aar,Maven Central
io.github.woody230.ktx,settings-compose-android,4.1.0,aar,Maven Central
io.github.woody230.ktx,settings-compose-android-debug,4.1.0,aar,Maven Central
io.github.woody230.ktx,serialization-compose-android,4.1.0,aar,Maven Central
io.github.woody230.ktx,serialization-compose-android-debug,4.1.0,aar,Maven Central
io.github.woody230.ktx,preference-android,4.1.0,aar,Maven Central
io.github.woody230.ktx,preference-android-debug,4.1.0,aar,Maven Central
io.github.woody230.ktx,library-android,4.1.0,aar,Maven Central
io.github.woody230.ktx,library-android-debug,4.1.0,aar,Maven Central
io.github.woody230.ktx,compose-image-android,4.1.0,aar,Maven Central
io.github.woody230.ktx,compose-image-android-debug,4.1.0,aar,Maven Central
io.github.woody230.ktx,compose-android,4.1.0,aar,Maven Central
io.github.woody230.ktx,compose-android-debug,4.1.0,aar,Maven Central
io.github.dingyi222666,groovy-android,1.0.7-beta4,jar,Maven Central
io.github.woody230.ktx,moshi-android,4.0.1,aar,Maven Central
io.github.woody230.ktx,moshi-android-debug,4.0.1,aar,Maven Central
io.github.woody230.ktx,livedata-android,4.0.1,aar,Maven Central
io.github.woody230.ktx,livedata-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-value-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-value-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-settings-compose-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-settings-compose-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-settings-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-settings-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-serialization-compose-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-serialization-compose-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-serialization-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-serialization-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-resource-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-resource-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-preference-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-preference-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-moshi-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-moshi-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-molecule-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-molecule-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-logging-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-logging-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-livedata-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-livedata-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-library-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-library-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-ktor-client-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-ktor-client-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-kodein-db-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-kodein-db-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-intl-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-intl-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-intent-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-intent-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-geometry-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-geometry-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-function-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-function-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-datetime-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-datetime-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-coroutine-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-coroutine-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-compose-resource-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-compose-resource-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-compose-image-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-compose-image-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-compose-constraint-layout-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-compose-constraint-layout-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-compose-accompanist-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-compose-accompanist-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-compose-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-compose-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-comparator-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-comparator-android-debug,4.0.1,aar,Maven Central
io.github.woody230,ktx-base64-android,4.0.1,aar,Maven Central
io.github.woody230,ktx-base64-android-debug,4.0.1,aar,Maven Central
io.gitee.yjjk_1.android,imchat,0.0.3,aar,Maven Central
ru.mobileup,code-quality-android,1.2.0,jar,Maven Central
io.gitee.yjjk_1.android,videocallcore,0.0.3,aar,Maven Central
io.github.daemon369,android-storage,0.4.1,aar,Maven Central
com.okta.android,library,1.3.0,aar,Maven Central
com.juul.krayon,chart-android,0.11.4,aar,Maven Central
com.juul.krayon,chart-android-debug,0.11.4,aar,Maven Central
club.i-show,android-common,1.1.29,aar,Maven Central
io.github.ccjjzz,android-junk-code,1.0.2,jar,Maven Central
com.1gravity,redux-kotlin-android,0.5.10,aar,Maven Central
io.github.ztiany,android-permission,1.0.0,aar,Maven Central
io.github.ztiany,android-image-loader,1.0.0,aar,Maven Central
io.github.ztiany,android-rxjava2-kit,1.0.3,aar,Maven Central
org.matrix.android,olm-sdk,3.2.12,aar,Maven Central
is.leap.android,debug-sdk,1.3.3,aar,Maven Central
is.leap.android,debug-core-sdk,1.3.3,aar,Maven Central
is.leap.android,debug-creator-sdk,1.3.3,aar,Maven Central
io.github.ztiany,android-arch-mvp,1.0.1,aar,Maven Central
com.datadoghq,dd-bridge-android,0.5.4,aar,Maven Central
io.github.ztiany,android-simple-bus,1.0.0,aar,Maven Central
io.github.ztiany,android-fundation,1.0.0,aar,Maven Central
com.swensonhe,KotlinStrapi-android,2.2.1,aar,Maven Central
com.swensonhe,KotlinStrapi-android-debug,2.2.1,aar,Maven Central
io.github.qdsfdhvh,precompose-android,1.1.4,aar,Maven Central
io.github.qdsfdhvh,precompose-android-debug,1.1.4,aar,Maven Central
com.nwagu.chess,chess-android,0.0.3,aar,Maven Central
com.nwagu.chess,chess-android-debug,0.0.3,aar,Maven Central
io.github.september669,Reduks-android,0.1.8,aar,Maven Central
io.github.september669,Reduks-android-debug,0.1.8,aar,Maven Central
io.github.september669,AnkoLogger-android,0.2.8,aar,Maven Central
io.github.september669,AnkoLogger-android-debug,0.2.8,aar,Maven Central
com.github.mhiew,android-pdf-viewer,3.2.0-beta.3,aar,Maven Central
com.github.mhiew,pdfium-android,1.9.2,aar,Maven Central
cafe.adriel.lyricist,lyricist-android-debug,1.2.2,aar,Maven Central
org.uniflow-kt,uniflow-android-test,1.1.2,aar,Maven Central
org.uniflow-kt,uniflow-android,1.1.2,aar,Maven Central
com.likethesalad.android,templates-provider-plugin,2.1.1,jar,Maven Central
com.firebase,geofire-android,3.2.0,aar,Maven Central
com.firebase,geofire-android-common,3.2.0,aar,Maven Central
io.github.racka98,charts-android,1.0.0-test01,aar,Maven Central
io.github.lygttpod.android-local-service,processor,0.0.1,jar,Maven Central
io.github.lygttpod.android-local-service,annotation,0.0.1,jar,Maven Central
com.chargemap.android,router,1.0.13,aar,Maven Central
com.ivianuu.essentials,essentials-ui-navigation-android,0.0.1-dev1096,aar,Maven Central
com.ivianuu.essentials,essentials-ui-core-android,0.0.1-dev1096,aar,Maven Central
com.ivianuu.essentials,essentials-logging-android,0.0.1-dev1096,aar,Maven Central
com.ivianuu.essentials,essentials-android-util,0.0.1-dev1096,aar,Maven Central
com.ivianuu.essentials,essentials-android-test,0.0.1-dev1096,aar,Maven Central
com.ivianuu.essentials,essentials-android-settings,0.0.1-dev1096,aar,Maven Central
com.ivianuu.essentials,essentials-android-prefs,0.0.1-dev1096,aar,Maven Central
com.ivianuu.essentials,essentials-android-data,0.0.1-dev1096,aar,Maven Central
com.ivianuu.essentials,essentials-android-core,0.0.1-dev1096,aar,Maven Central
com.ivianuu.essentials,essentials-android,0.0.1-dev1096,aar,Maven Central
com.chargemap.android.auto,router,1.0.1,aar,Maven Central
com.likethesalad.tools.testing,android-gradle,1.0.8,jar,Maven Central
com.leinardi.android,speed-dial,3.3.0,aar,Maven Central
dev.icerock.moko,resources-test-android-debug,0.20.0,aar,Maven Central
dev.icerock.moko,resources-compose-android-debug,0.20.0,aar,Maven Central
dev.icerock.moko,resources-android-debug,0.20.0,aar,Maven Central
dev.antonius,chords-android,0.1.4,aar,Maven Central
dev.antonius,chords-android-debug,0.1.4,aar,Maven Central
com.moengage,geofence-android-12,1.1.1-a12,aar,Maven Central
io.github.klein-stein,neutrino-android,2.0,aar,Maven Central
io.github.klein-stein,neutrino-android-debug,2.0,aar,Maven Central
com.viliussutkus89.licenseOnly,wvWare-Android-dependency-tree,1.2.7,aar,Maven Central
io.github.srjohnathan,gdx-effekseer-android,2.2.3,jar,Maven Central
io.github.kawaiidango.kumo-android,kumo-core,1.28.1,aar,Maven Central
com.github.terrakok,modo-android,0.6.4,aar,Maven Central
com.github.terrakok,modo-android-debug,0.6.4,aar,Maven Central
com.genexus.android,zoominimageview,1.0,aar,Maven Central
io.github.daemon369,android-infrastructure-application,1.3.0,aar,Maven Central
com.github.kittinunf.cored,cored-android,0.7.2,aar,Maven Central
com.github.kittinunf.cored,cored-android-debug,0.7.2,aar,Maven Central
io.inai.payments,android-sdk,1.0.1.dev,aar,Maven Central
com.russhwolf,multiplatform-settings-coroutines-native-mt-android,0.9,aar,Maven Central
com.russhwolf,multiplatform-settings-coroutines-native-mt-android-debug,0.9,aar,Maven Central
com.viliussutkus89,tmpfile-android,3.0.5,aar,Maven Central
de.br.android,envpicker,0.2.0,aar,Maven Central
net.folivo,trixnity-client-android,2.0.0-RC5,aar,Maven Central
io.github.porum,defensor-stub-android,1.3.4,jar,Maven Central
com.evernote,android-job,1.4.3,aar,Maven Central
ch.ubique.android,qrscanner-zxing,1.0.0-dev-6,aar,Maven Central
ch.ubique.android,qrscanner-mlkit,1.0.0-dev-6,aar,Maven Central
ch.ubique.android,qrscanner-core,1.0.0-dev-6,aar,Maven Central
ch.ubique.android,qrscanner-compose,1.0.0-dev-6,aar,Maven Central
co.touchlab,kermit-sentry-android,1.2.0-M2,aar,Maven Central
co.touchlab,kermit-sentry-android-debug,1.2.0-M2,aar,Maven Central
co.touchlab,kermit-nkt-android,1.2.0-M1,aar,Maven Central
co.touchlab,kermit-nkt-android-debug,1.2.0-M1,aar,Maven Central
io.github.boswelja.migration,migration-core-android,2.1.4,aar,Maven Central
cafe.adriel.bonsai,bonsai-json-android,1.2.0,aar,Maven Central
cafe.adriel.bonsai,bonsai-json-android-debug,1.2.0,aar,Maven Central
cafe.adriel.bonsai,bonsai-file-system-android,1.2.0,aar,Maven Central
cafe.adriel.bonsai,bonsai-file-system-android-debug,1.2.0,aar,Maven Central
cafe.adriel.bonsai,bonsai-core-android,1.2.0,aar,Maven Central
cafe.adriel.bonsai,bonsai-core-android-debug,1.2.0,aar,Maven Central
io.github.colagom,kowet-android,1.0.2-rc02,aar,Maven Central
io.github.colagom,kowet-android-debug,1.0.2-rc02,aar,Maven Central
com.safeboda,android-commons,0.2.0,aar,Maven Central
io.qameta.allure,allure-kotlin-android,2.4.0,aar,Maven Central
com.github.android-password-store,kotlin-plugins,0.0.2,jar,Maven Central
com.github.android-password-store,automation-plugins,0.0.2,jar,Maven Central
com.mikepenz,storyblok-mp-sdk-android-debug,2.0.0-rc02,aar,Maven Central
cn.bit1024.android.maventest,maventest,1.0.0,aar,Maven Central
ro.dragossusi,navigation-android,0.0.2,aar,Maven Central
ro.dragossusi,navigation-android-debug,0.0.2,aar,Maven Central
com.mangopay,cardregistration-android-kit,1.2.2,jar,Maven Central
com.edwardstock,leveldb-android,1.0.1,aar,Maven Central
io.github.boswelja.ephemeris,compose-android,0.1.1,aar,Maven Central
com.squareup,android-times-square,1.7.11,aar,Maven Central
org.dpppt,dp3t-sdk-android,2.3.2-dev-13-calibration,aar,Maven Central
ro.dragossusi,viewmodel-android,0.0.6,aar,Maven Central
ro.dragossusi,viewmodel-android-debug,0.0.6,aar,Maven Central
ro.dragossusi,compose-android,0.0.6,aar,Maven Central
ro.dragossusi,compose-android-debug,0.0.6,aar,Maven Central
com.linecorp.abc,kmm-notifications-android,0.4.2,aar,Maven Central
com.linecorp.abc,kmm-notifications-android-debug,0.4.2,aar,Maven Central
dev.icerock.moko,kswift-runtime-android-debug,0.5.0,aar,Maven Central
io.hkhc,utils-android,1.1-release,aar,Maven Central
io.github.tyczj,tweedle-android,0.5.2,aar,Maven Central
co.fast.android.sdk,sdk-staging,0.2.0,aar,Maven Central
co.fast.android.sdk,sdk-sandbox,0.2.0,aar,Maven Central
co.fast.android.sdk,sdk,0.2.0,aar,Maven Central
co.fast.android.sdk,sdk-dev,0.2.0,aar,Maven Central
co.fast.android.sdk,sdk-internal-network-rest,0.2.0,aar,Maven Central
co.fast.android.sdk,sdk-internal-design-system,0.2.0,aar,Maven Central
co.fast.android.sdk,sdk-internal-common,0.2.0,aar,Maven Central
co.fast.android.sdk,sdk-internal-network,0.2.0,aar,Maven Central
co.fast.android.sdk,sdk-internal-logging,0.2.0,aar,Maven Central
co.fast.android.sdk,sdk-internal-coroutine-dispatchers,0.2.0,jar,Maven Central
io.gitee.yjjk_1.android,imcore,0.0.2,aar,Maven Central
io.gitee.yjjk_1.android,jetpack,0.0.2,aar,Maven Central
io.github.g0dkar,qrcode-kotlin-android-debug,3.0.0,aar,Maven Central
io.gitee.yjjk_1,android-videocallcore,30.0.3,aar,Maven Central
info.guardianproject.conscrypt,conscrypt-android,2.6.alpha1647601986.job2220801545,aar,Maven Central
io.github.copper-leaf,ballast-crashlytics-android,0.12.0,aar,Maven Central
io.github.copper-leaf,ballast-crashlytics-android-debug,0.12.0,aar,Maven Central
de.peilicke.sascha,kasn1-android,0.0.5,aar,Maven Central
de.peilicke.sascha,kasn1-android-debug,0.0.5,aar,Maven Central
com.site-valley,encryptor-android,1.0.4,aar,Maven Central
dev.specto,specto-android-core,1.2.6,aar,Maven Central
dev.specto,specto-android-testing-shared,1.2.6,aar,Maven Central
com.ivianuu.essentials,essentials-db-android,0.0.1-dev1046,aar,Maven Central
